,Churn
2998,1
2999,1
3000,0
3001,1
3002,1
3003,0
3004,0
3005,0
3006,0
3007,0
3008,0
3009,0
3010,0
3011,1
3012,0
3013,0
3014,1
3015,0
3016,0
3017,0
3018,0
3019,0
3020,0
3021,1
3022,0
3023,1
3024,1
3025,1
3026,1
3027,0
3028,0
3029,1
3030,0
3031,0
3032,0
3033,0
3034,0
3035,1
3036,0
3037,1
3038,1
3039,1
3040,0
3041,0
3042,1
3043,0
3044,1
3045,1
3046,0
3047,0
3048,0
3049,0
3050,1
3051,0
3052,0
3053,1
3054,0
3055,0
3056,1
3057,0
3058,0
3059,0
3060,0
3061,0
3062,1
3063,0
3064,0
3065,0
3066,0
3067,0
3068,0
3069,0
3070,0
3071,1
3072,0
3073,1
3074,1
3075,0
3076,1
3077,0
3078,0
3079,0
3080,1
3081,0
3082,1
3083,0
3084,0
3085,1
3086,0
3087,1
3088,0
3089,0
3090,0
3091,0
3092,0
3093,1
3094,0
3095,0
3096,0
3097,1
3098,1
3099,0
3100,0
3101,0
3102,0
3103,0
3104,0
3105,0
3106,1
3107,0
3108,0
3109,0
3110,1
3111,0
3112,0
3113,0
3114,1
3115,0
3116,1
3117,0
3118,0
3119,0
3120,0
3121,0
3122,1
3123,0
3124,0
3125,0
3126,0
3127,0
3128,0
3129,0
3130,1
3131,1
3132,0
3133,1
3134,1
3135,0
3136,1
3137,1
3138,0
3139,0
3140,1
3141,1
3142,0
3143,0
3144,0
3145,0
3146,0
3147,0
3148,0
3149,0
3150,0
3151,0
3152,1
3153,1
3154,0
3155,0
3156,0
3157,0
3158,0
3159,0
3160,0
3161,0
3162,0
3163,0
3164,0
3165,0
3166,0
3167,1
3168,0
3169,0
3170,1
3171,0
3172,0
3173,1
3174,0
3175,0
3176,0
3177,0
3178,1
3179,0
3180,1
3181,0
3182,0
3183,1
3184,0
3185,0
3186,0
3187,0
3188,0
3189,1
3190,0
3191,0
3192,1
3193,0
3194,0
3195,1
3196,0
3197,0
3198,0
3199,0
3200,0
3201,0
3202,0
3203,0
3204,1
3205,0
3206,0
3207,0
3208,0
3209,0
3210,0
3211,1
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,0
3219,1
3220,0
3221,0
3222,0
3223,0
3224,1
3225,0
3226,0
3227,0
3228,0
3229,0
3230,0
3231,0
3232,0
3233,0
3234,0
3235,1
3236,1
3237,0
3238,0
3239,0
3240,1
3241,1
3242,0
3243,1
3244,0
3245,0
3246,1
3247,0
3248,0
3249,0
3250,0
3251,0
3252,0
3253,0
3254,0
3255,1
3256,0
3257,1
3258,0
3259,0
3260,1
3261,0
3262,0
3263,0
3264,0
3265,0
3266,1
3267,1
3268,1
3269,0
3270,0
3271,1
3272,0
3273,0
3274,0
3275,0
3276,0
3277,0
3278,0
3279,0
3280,0
3281,1
3282,1
3283,0
3284,0
3285,0
3286,0
3287,0
3288,0
3289,1
3290,0
3291,0
3292,0
3293,0
3294,0
3295,0
3296,1
3297,1
3298,1
3299,0
3300,0
3301,0
3302,0
3303,0
3304,0
3305,1
3306,0
3307,0
3308,0
3309,0
3310,0
3311,0
3312,0
3313,1
3314,1
3315,0
3316,0
3317,1
3318,0
3319,0
3320,1
3321,1
3322,0
3323,0
3324,0
3325,1
3326,1
3327,0
3328,1
3329,0
3330,0
3331,0
3332,1
3333,0
3334,1
3335,0
3336,0
3337,0
3338,1
3339,0
3340,0
3341,0
3342,0
3343,1
3344,1
3345,1
3346,1
3347,0
3348,0
3349,0
3350,1
3351,1
3352,0
3353,0
3354,1
3355,0
3356,1
3357,0
3358,1
3359,0
3360,0
3361,0
3362,0
3363,0
3364,0
3365,1
3366,0
3367,1
3368,1
3369,0
3370,0
3371,0
3372,0
3373,0
3374,1
3375,0
3376,0
3377,1
3378,1
3379,1
3380,0
3381,0
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0
3390,0
3391,0
3392,0
3393,0
3394,0
3395,0
3396,1
3397,0
3398,0
3399,0
3400,0
3401,0
3402,1
3403,0
3404,1
3405,1
3406,0
3407,0
3408,0
3409,1
3410,0
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3417,1
3418,1
3419,0
3420,1
3421,0
3422,1
3423,0
3424,0
3425,1
3426,0
3427,0
3428,0
3429,0
3430,0
3431,0
3432,1
3433,1
3434,0
3435,0
3436,0
3437,0
3438,0
3439,0
3440,0
3441,0
3442,1
3443,0
3444,0
3445,0
3446,0
3447,0
3448,0
3449,1
3450,0
3451,0
3452,1
3453,0
3454,0
3455,0
3456,1
3457,0
3458,0
3459,0
3460,0
3461,1
3462,0
3463,0
3464,0
3465,0
3466,0
3467,1
3468,0
3469,0
3470,0
3471,0
3472,0
3473,1
3474,0
3475,0
3476,0
3477,0
3478,0
3479,1
3480,0
3481,0
3482,0
3483,0
3484,1
3485,0
3486,0
3487,0
3488,1
3489,1
3490,0
3491,0
3492,1
3493,1
3494,0
3495,0
3496,0
3497,0
3498,0
3499,0
3500,0
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,1
3511,1
3512,0
3513,0
3514,0
3515,0
3516,0
3517,0
3518,1
3519,1
3520,1
3521,1
3522,1
3523,0
3524,0
3525,0
3526,1
3527,0
3528,1
3529,0
3530,0
3531,0
3532,0
3533,1
3534,0
3535,0
3536,0
3537,0
3538,1
3539,0
3540,0
3541,0
3542,0
3543,0
3544,1
3545,1
3546,0
3547,0
3548,0
3549,1
3550,0
3551,0
3552,0
3553,0
3554,0
3555,1
3556,1
3557,0
3558,0
3559,1
3560,0
3561,1
3562,0
3563,0
3564,0
3565,0
3566,0
3567,0
3568,0
3569,0
3570,0
3571,1
3572,0
3573,0
3574,1
3575,0
3576,0
3577,0
3578,0
3579,0
3580,1
3581,1
3582,0
3583,0
3584,0
3585,1
3586,1
3587,1
3588,0
3589,1
3590,1
3591,0
3592,0
3593,0
3594,1
3595,0
3596,0
3597,1
3598,0
3599,0
3600,0
3601,0
3602,1
3603,0
3604,1
3605,0
3606,0
3607,0
3608,0
3609,1
3610,0
3611,1
3612,0
3613,0
3614,0
3615,1
3616,0
3617,0
3618,0
3619,0
3620,0
3621,0
3622,0
3623,0
3624,1
3625,1
3626,0
3627,0
3628,0
3629,0
3630,0
3631,1
3632,1
3633,0
3634,1
3635,0
3636,0
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,0
3644,0
3645,0
3646,1
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,0
3655,0
3656,1
3657,0
3658,0
3659,0
3660,1
3661,0
3662,0
3663,0
3664,0
3665,1
3666,1
3667,1
3668,1
3669,0
3670,0
3671,0
3672,0
3673,1
3674,1
3675,1
3676,1
3677,0
3678,0
3679,0
3680,1
3681,1
3682,0
3683,1
3684,1
3685,0
3686,0
3687,0
3688,1
3689,0
3690,1
3691,0
3692,0
3693,0
3694,1
3695,0
3696,1
3697,0
3698,0
3699,0
3700,0
3701,0
3702,0
3703,0
3704,0
3705,0
3706,0
3707,1
3708,0
3709,0
3710,1
3711,0
3712,0
3713,0
3714,0
3715,1
3716,0
3717,0
3718,0
3719,1
3720,1
3721,1
3722,0
3723,0
3724,1
3725,0
3726,0
3727,0
3728,0
3729,0
3730,0
3731,1
3732,0
3733,0
3734,0
3735,0
3736,0
3737,1
3738,0
3739,1
3740,1
3741,0
3742,0
3743,1
3744,0
3745,0
3746,0
3747,0
3748,0
3749,1
3750,1
3751,0
3752,0
3753,1
3754,0
3755,0
3756,0
3757,1
3758,0
3759,0
3760,1
3761,0
3762,0
3763,0
3764,0
3765,1
3766,1
3767,1
3768,0
3769,1
3770,0
3771,0
3772,0
3773,1
3774,0
3775,0
3776,0
3777,0
3778,1
3779,1
3780,0
3781,0
3782,1
3783,0
3784,1
3785,0
3786,1
3787,0
3788,0
3789,0
3790,1
3791,0
3792,0
3793,1
3794,0
3795,1
3796,0
3797,1
3798,0
3799,1
3800,0
3801,1
3802,0
3803,0
3804,0
3805,0
3806,0
3807,0
3808,0
3809,1
3810,0
3811,0
3812,0
3813,0
3814,0
3815,1
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,1
3823,1
3824,1
3825,0
3826,0
3827,1
3828,0
3829,0
3830,1
3831,0
3832,0
3833,0
3834,1
3835,0
3836,1
3837,1
3838,1
3839,0
3840,0
3841,0
3842,1
3843,0
3844,0
3845,0
3846,0
3847,0
3848,0
3849,0
3850,0
3851,0
3852,0
3853,0
3854,0
3855,0
3856,0
3857,1
3858,0
3859,0
3860,0
3861,1
3862,0
3863,0
3864,1
3865,0
3866,0
3867,0
3868,1
3869,0
3870,1
3871,0
3872,1
3873,0
3874,0
3875,0
3876,0
3877,0
3878,0
3879,0
3880,1
3881,1
3882,0
3883,1
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0
3896,0
3897,0
3898,1
3899,1
3900,0
3901,0
3902,0
3903,1
3904,1
3905,0
3906,0
3907,0
3908,0
3909,0
3910,1
3911,1
3912,1
3913,0
3914,0
3915,0
3916,1
3917,1
3918,0
3919,0
3920,1
3921,0
3922,0
3923,0
3924,0
3925,1
3926,0
3927,0
3928,0
3929,0
3930,0
3931,0
3932,1
3933,0
3934,0
3935,1
3936,0
3937,0
3938,1
3939,1
3940,0
3941,0
3942,0
3943,1
3944,0
3945,0
3946,1
3947,0
3948,0
3949,1
3950,0
3951,1
3952,0
3953,0
3954,0
3955,1
3956,0
3957,0
3958,0
3959,0
3960,0
3961,0
3962,0
3963,0
3964,1
3965,0
3966,0
3967,0
3968,1
3969,1
3970,0
3971,0
3972,0
3973,1
3974,0
3975,0
3976,1
3977,0
3978,0
3979,0
3980,1
3981,0
3982,0
3983,0
3984,1
3985,0
3986,0
3987,1
3988,1
3989,0
3990,0
3991,0
3992,1
3993,0
3994,0
3995,0
3996,0
3997,0
3998,1
3999,0
4000,0
4001,0
4002,0
4003,0
4004,0
4005,1
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,1
4013,0
4014,1
4015,0
4016,0
4017,0
4018,1
4019,0
4020,1
4021,0
4022,0
4023,0
4024,0
4025,0
4026,0
4027,0
4028,0
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0
4038,1
4039,0
4040,0
4041,0
4042,0
4043,0
4044,0
4045,1
4046,0
4047,0
4048,0
4049,1
4050,0
4051,1
4052,1
4053,0
4054,0
4055,1
4056,1
4057,0
4058,1
4059,0
4060,0
4061,0
4062,0
4063,0
4064,0
4065,0
4066,1
4067,1
4068,0
4069,0
4070,0
4071,1
4072,0
4073,0
4074,1
4075,1
4076,1
4077,1
4078,0
4079,0
4080,0
4081,1
4082,1
4083,0
4084,0
4085,0
4086,0
4087,0
4088,0
4089,0
4090,0
4091,1
4092,0
4093,0
4094,0
4095,0
4096,0
4097,0
4098,0
4099,1
4100,0
4101,0
4102,1
4103,0
4104,0
4105,0
4106,0
4107,0
4108,0
4109,0
4110,0
4111,0
4112,0
4113,0
4114,1
4115,0
4116,0
4117,0
4118,0
4119,0
4120,0
4121,1
4122,0
4123,0
4124,1
4125,1
4126,0
4127,0
4128,0
4129,0
4130,0
4131,1
4132,0
4133,1
4134,0
4135,0
4136,1
4137,0
4138,0
4139,1
4140,0
4141,0
4142,1
4143,0
4144,0
4145,0
4146,0
4147,1
4148,0
4149,0
4150,0
4151,0
4152,0
4153,0
4154,0
4155,0
4156,0
4157,0
4158,0
4159,0
4160,0
4161,0
4162,1
4163,0
4164,1
4165,0
4166,0
4167,1
4168,0
4169,0
4170,0
4171,0
4172,0
4173,1
4174,0
4175,1
4176,0
4177,1
4178,0
4179,0
4180,0
4181,1
4182,0
4183,1
4184,0
4185,0
4186,0
4187,0
4188,0
4189,0
4190,0
4191,0
4192,1
4193,0
4194,0
4195,0
4196,0
4197,0
4198,0
4199,0
4200,0
4201,0
4202,0
4203,0
4204,1
4205,1
4206,1
4207,1
4208,0
4209,0
4210,0
4211,0
4212,0
4213,0
4214,0
4215,0
4216,0
4217,0
4218,0
4219,1
4220,0
4221,1
4222,0
4223,1
4224,0
4225,1
4226,0
4227,0
4228,0
4229,0
4230,1
4231,0
4232,0
4233,1
4234,1
4235,0
4236,0
4237,0
4238,0
4239,0
4240,0
4241,0
4242,0
4243,0
4244,0
4245,0
4246,0
4247,1
4248,1
4249,0
4250,0
4251,1
4252,1
4253,0
4254,0
4255,1
4256,0
4257,0
4258,1
4259,1
4260,0
4261,0
4262,1
4263,0
4264,0
4265,1
4266,1
4267,0
4268,0
4269,1
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0
4278,0
4279,0
4280,1
4281,1
4282,0
4283,1
4284,0
4285,1
4286,1
4287,0
4288,0
4289,1
4290,0
4291,0
4292,0
4293,0
4294,0
4295,0
4296,0
4297,0
4298,0
4299,0
4300,1
4301,0
4302,0
4303,0
4304,1
4305,0
4306,0
4307,1
4308,1
4309,0
4310,0
4311,0
4312,0
4313,0
4314,0
4315,0
4316,1
4317,0
4318,0
4319,1
4320,0
4321,0
4322,1
4323,1
4324,0
4325,0
4326,0
4327,0
4328,0
4329,0
4330,0
4331,0
4332,0
4333,0
4334,1
4335,0
4336,1
4337,0
4338,0
4339,0
4340,0
4341,1
4342,1
4343,0
4344,0
4345,0
4346,1
4347,0
4348,0
4349,0
4350,0
4351,0
4352,0
4353,0
4354,0
4355,0
4356,0
4357,0
4358,0
4359,0
4360,0
4361,1
4362,1
4363,0
4364,0
4365,0
4366,0
4367,0
4368,0
4369,0
4370,0
4371,0
4372,0
4373,1
4374,0
4375,0
4376,1
4377,0
4378,1
4379,0
4380,0
4381,0
4382,0
4383,0
4384,0
4385,1
4386,0
4387,1
4388,1
4389,0
4390,0
4391,0
4392,0
4393,0
4394,1
4395,0
4396,0
4397,1
4398,0
4399,0
4400,0
4401,0
4402,0
4403,0
4404,0
4405,1
4406,0
4407,0
4408,0
4409,1
4410,1
4411,0
4412,0
4413,0
4414,0
4415,0
4416,1
4417,0
4418,0
4419,0
4420,1
4421,0
4422,0
4423,0
4424,0
4425,0
4426,0
4427,0
4428,0
4429,0
4430,0
4431,0
4432,0
4433,0
4434,1
4435,0
4436,1
4437,0
4438,1
4439,0
4440,1
4441,0
4442,1
4443,0
4444,0
4445,1
4446,0
4447,1
4448,0
4449,0
4450,1
4451,1
4452,0
4453,0
4454,1
4455,1
4456,1
4457,0
4458,1
4459,0
4460,1
4461,0
4462,0
4463,1
4464,0
4465,0
4466,0
4467,0
4468,1
4469,0
4470,0
4471,0
4472,1
4473,0
4474,1
4475,0
4476,0
4477,0
4478,0
4479,0
4480,1
4481,0
4482,0
4483,0
4484,0
4485,0
4486,0
4487,1
4488,0
4489,0
4490,0
4491,1
4492,0
4493,0
4494,1
4495,1
4496,0
4497,0
4498,0
4499,0
4500,0
4501,1
4502,0
4503,0
4504,0
4505,1
4506,0
4507,0
4508,0
4509,1
4510,1
4511,0
4512,1
4513,0
4514,0
4515,0
4516,1
4517,0
4518,0
4519,1
4520,0
4521,0
4522,0
4523,1
4524,1
4525,0
4526,0
4527,1
4528,1
4529,0
4530,1
4531,1
4532,0
4533,1
4534,0
4535,0
4536,1
4537,0
4538,1
4539,0
4540,1
4541,0
4542,0
4543,0
4544,0
4545,0
4546,0
4547,0
4548,1
4549,0
4550,1
4551,0
4552,0
4553,0
4554,0
4555,1
4556,1
4557,0
4558,0
4559,0
4560,0
4561,1
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4571,0
4572,0
4573,0
4574,0
4575,0
4576,0
4577,1
4578,0
4579,0
4580,0
4581,0
4582,0
4583,0
4584,0
4585,0
4586,1
4587,0
4588,0
4589,1
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,0
4600,0
4601,0
4602,1
4603,0
4604,0
4605,1
4606,0
4607,0
4608,0
4609,0
4610,0
4611,1
4612,0
4613,0
4614,0
4615,0
4616,1
4617,0
4618,0
4619,0
4620,0
4621,0
4622,0
4623,1
4624,1
4625,0
4626,0
4627,0
4628,0
4629,0
4630,1
4631,0
4632,1
4633,0
4634,1
4635,0
4636,0
4637,1
4638,0
4639,0
4640,0
4641,0
4642,0
4643,1
4644,0
4645,1
4646,0
4647,0
4648,0
4649,0
4650,0
4651,0
4652,1
4653,0
4654,0
4655,1
4656,1
4657,0
4658,0
4659,0
4660,0
4661,0
4662,0
4663,1
4664,0
4665,1
4666,0
4667,1
4668,0
4669,1
4670,1
4671,0
4672,0
4673,1
4674,1
4675,0
4676,1
4677,0
4678,0
4679,1
4680,0
4681,0
4682,0
4683,1
4684,0
4685,0
4686,0
4687,0
4688,0
4689,0
4690,1
4691,0
4692,0
4693,0
4694,0
4695,1
4696,0
4697,0
4698,1
4699,0
4700,0
4701,0
4702,0
4703,0
4704,0
4705,0
4706,0
4707,0
4708,0
4709,0
4710,0
4711,1
4712,0
4713,1
4714,0
4715,1
4716,0
4717,1
4718,0
4719,0
4720,0
4721,0
4722,0
4723,0
4724,0
4725,0
4726,1
4727,0
4728,0
4729,0
4730,1
4731,0
4732,1
4733,0
4734,0
4735,0
4736,0
4737,0
4738,1
4739,0
4740,0
4741,1
4742,0
4743,1
4744,0
4745,1
4746,0
4747,0
4748,0
4749,1
4750,0
4751,1
4752,0
4753,0
4754,0
4755,0
4756,1
4757,0
4758,0
4759,0
4760,0
4761,0
4762,0
4763,1
4764,0
4765,1
4766,0
4767,1
4768,0
4769,0
4770,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,1
4778,0
4779,0
4780,0
4781,1
4782,0
4783,0
4784,1
4785,0
4786,0
4787,1
4788,0
4789,0
4790,0
4791,0
4792,1
4793,0
4794,0
4795,0
4796,0
4797,0
4798,0
4799,0
4800,0
4801,0
4802,1
4803,1
4804,1
4805,0
4806,1
4807,1
4808,0
4809,0
4810,0
4811,1
4812,0
4813,0
4814,0
4815,1
4816,0
4817,0
4818,1
4819,1
4820,0
4821,0
4822,0
4823,0
4824,0
4825,0
4826,0
4827,0
4828,0
4829,1
4830,0
4831,1
4832,0
4833,0
4834,1
4835,0
4836,0
4837,0
4838,0
4839,1
4840,1
4841,0
4842,0
4843,1
4844,0
4845,0
4846,0
4847,0
4848,1
4849,0
4850,0
4851,0
4852,0
4853,0
4854,1
4855,0
4856,0
4857,0
4858,0
4859,0
4860,1
4861,0
4862,0
4863,0
4864,0
4865,0
4866,1
4867,1
4868,1
4869,0
4870,0
4871,0
4872,0
4873,0
4874,0
4875,1
4876,0
4877,0
4878,0
4879,0
4880,0
4881,0
4882,0
4883,0
4884,0
4885,1
4886,0
4887,0
4888,0
4889,0
4890,1
4891,1
4892,1
4893,1
4894,0
4895,1
4896,0
4897,0
4898,0
4899,0
4900,1
4901,0
4902,1
4903,0
4904,1
4905,0
4906,0
4907,0
4908,0
4909,0
4910,0
4911,0
4912,0
4913,0
4914,0
4915,0
4916,1
4917,0
4918,0
4919,0
4920,1
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,0
4930,1
4931,0
4932,0
4933,1
4934,1
4935,0
4936,0
4937,0
4938,1
4939,1
4940,0
4941,1
4942,1
4943,0
4944,0
4945,0
4946,1
4947,1
4948,1
4949,0
4950,0
4951,1
4952,1
4953,0
4954,0
4955,0
4956,1
4957,1
4958,0
4959,1
4960,0
4961,0
4962,0
4963,0
4964,0
4965,0
4966,1
4967,0
4968,0
4969,0
4970,1
4971,0
4972,0
4973,1
4974,1
4975,1
4976,0
4977,0
4978,0
4979,0
4980,0
4981,0
4982,0
4983,1
4984,0
4985,0
4986,1
4987,1
4988,0
4989,1
4990,0
4991,0
4992,0
4993,1
4994,0
4995,1
4996,0
4997,1
4998,1
4999,0
5000,0
5001,0
5002,0
5003,0
5004,0
5005,0
5006,0
5007,0
5008,1
5009,0
5010,0
5011,0
5012,0
5013,0
5014,0
5015,1
5016,0
5017,0
5018,0
5019,1
5020,0
5021,0
5022,1
5023,0
5024,0
5025,0
5026,0
5027,0
5028,1
5029,1
5030,0
5031,1
5032,0
5033,0
5034,0
5035,1
5036,0
5037,0
5038,0
5039,0
5040,0
5041,1
5042,1
5043,0
5044,0
5045,0
5046,0
5047,0
5048,0
5049,0
5050,0
5051,1
5052,0
5053,0
5054,1
5055,1
5056,1
5057,0
5058,0
5059,0
5060,0
5061,1
5062,1
5063,0
5064,0
5065,0
5066,0
5067,0
5068,1
5069,0
5070,0
5071,0
5072,0
5073,0
5074,0
5075,0
5076,0
5077,0
5078,1
5079,0
5080,0
5081,0
5082,1
5083,1
5084,0
5085,0
5086,0
5087,0
5088,0
5089,0
5090,1
5091,1
5092,1
5093,0
5094,0
5095,0
5096,0
5097,1
5098,0
5099,0
5100,0
5101,0
5102,0
5103,1
5104,1
5105,0
5106,0
5107,0
5108,1
5109,0
5110,0
5111,0
5112,1
5113,0
5114,0
5115,1
5116,0
5117,1
5118,0
5119,1
5120,0
5121,0
5122,1
5123,1
5124,0
5125,1
5126,1
5127,0
5128,0
5129,0
5130,0
5131,0
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,0
5140,0
5141,0
5142,0
5143,0
5144,0
5145,0
5146,1
5147,0
5148,0
5149,0
5150,0
5151,0
5152,0
5153,0
5154,0
5155,0
5156,0
5157,1
5158,0
5159,0
5160,1
5161,0
5162,0
5163,0
5164,0
5165,0
5166,1
5167,0
5168,0
5169,1
5170,0
5171,1
5172,0
5173,0
5174,0
5175,1
5176,0
5177,0
5178,1
5179,0
5180,0
5181,0
5182,0
5183,0
5184,0
5185,0
5186,1
5187,0
5188,0
5189,0
5190,1
5191,0
5192,0
5193,0
5194,0
5195,0
5196,0
5197,0
5198,0
5199,1
5200,0
5201,0
5202,1
5203,1
5204,0
5205,0
5206,1
5207,1
5208,1
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0
5215,0
5216,0
5217,0
5218,0
5219,0
5220,1
5221,0
5222,1
5223,0
5224,1
5225,0
5226,0
5227,0
5228,0
5229,0
5230,0
5231,0
5232,0
5233,1
5234,0
5235,0
5236,0
5237,1
5238,1
5239,0
5240,0
5241,0
5242,1
5243,0
5244,0
5245,0
5246,0
5247,1
5248,1
5249,1
5250,0
5251,0
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,1
5262,0
5263,1
5264,0
5265,0
5266,1
5267,0
5268,1
5269,0
5270,0
5271,0
5272,0
5273,1
5274,0
5275,1
5276,0
5277,1
5278,0
5279,1
5280,0
5281,0
5282,0
5283,0
5284,0
5285,0
5286,0
5287,0
5288,0
5289,0
5290,1
5291,1
5292,1
5293,0
5294,0
5295,0
5296,0
5297,1
5298,0
5299,0
5300,0
5301,0
5302,1
5303,1
5304,0
5305,0
5306,1
5307,0
5308,1
5309,0
5310,0
5311,0
5312,0
5313,0
5314,0
5315,0
5316,0
5317,1
5318,0
5319,0
5320,1
5321,1
5322,0
5323,0
5324,1
5325,1
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,1
5333,1
5334,0
5335,0
5336,1
5337,0
5338,0
5339,0
5340,0
5341,0
5342,1
5343,0
5344,0
5345,0
5346,0
5347,0
5348,0
5349,0
5350,1
5351,1
5352,0
5353,0
5354,0
5355,1
5356,0
5357,0
5358,0
5359,1
5360,0
5361,0
5362,1
5363,0
5364,0
5365,1
5366,1
5367,0
5368,0
5369,0
5370,0
5371,1
5372,1
5373,0
5374,1
5375,0
5376,1
5377,0
5378,0
5379,1
5380,0
5381,1
5382,0
5383,0
5384,1
5385,0
5386,1
5387,0
5388,1
5389,0
5390,0
5391,0
5392,0
5393,0
5394,0
5395,0
5396,0
5397,0
5398,0
5399,0
5400,1
5401,0
5402,1
5403,0
5404,0
5405,1
5406,0
5407,0
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,1
5415,0
5416,0
5417,0
5418,0
5419,1
5420,0
5421,1
5422,0
5423,1
5424,0
5425,0
5426,0
5427,0
5428,1
5429,1
5430,1
5431,0
5432,1
5433,0
5434,0
5435,0
5436,0
5437,1
5438,0
5439,0
5440,0
5441,1
5442,0
5443,0
5444,0
5445,1
5446,0
5447,1
5448,0
5449,1
5450,0
5451,0
5452,0
5453,0
5454,1
5455,0
5456,0
5457,0
5458,0
5459,1
5460,0
5461,0
5462,0
5463,0
5464,0
5465,0
5466,1
5467,1
5468,0
5469,0
5470,0
5471,0
5472,1
5473,1
5474,1
5475,0
5476,0
5477,0
5478,0
5479,0
5480,0
5481,0
5482,0
5483,0
5484,1
5485,1
5486,1
5487,0
5488,1
5489,1
5490,1
5491,0
5492,0
5493,1
5494,0
5495,1
5496,0
5497,0
5498,0
5499,0
5500,1
5501,0
5502,0
5503,0
5504,0
5505,0
5506,0
5507,1
5508,0
5509,1
5510,0
5511,0
5512,0
5513,1
5514,0
5515,0
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,0
5526,0
5527,1
5528,0
5529,1
5530,0
5531,1
5532,1
5533,0
5534,0
5535,1
5536,0
5537,0
5538,1
5539,0
5540,1
5541,0
5542,0
5543,0
5544,1
5545,0
5546,0
5547,1
5548,0
5549,0
5550,0
5551,0
5552,0
5553,0
5554,0
5555,0
5556,1
5557,0
5558,0
5559,0
5560,1
5561,0
5562,0
5563,0
5564,1
5565,0
5566,0
5567,1
5568,0
5569,0
5570,1
5571,0
5572,1
5573,0
5574,1
5575,1
5576,1
5577,0
5578,0
5579,1
5580,1
5581,0
5582,1
5583,0
5584,0
5585,0
5586,0
5587,0
5588,1
5589,0
5590,1
5591,1
5592,0
5593,0
5594,1
5595,0
5596,0
5597,0
5598,1
5599,0
5600,1
5601,1
5602,0
5603,0
5604,0
5605,0
5606,1
5607,0
5608,0
5609,0
5610,0
5611,0
5612,1
5613,1
5614,0
5615,0
5616,0
5617,0
5618,0
5619,1
5620,1
5621,1
5622,0
5623,0
5624,0
5625,1
5626,0
5627,1
5628,0
5629,1
5630,0
5631,1
5632,0
5633,0
5634,1
5635,1
5636,0
5637,1
5638,0
5639,0
5640,0
5641,0
5642,1
5643,0
5644,1
5645,0
5646,0
5647,0
5648,0
5649,0
5650,0
5651,0
5652,0
5653,1
5654,0
5655,1
5656,0
5657,0
5658,0
5659,0
5660,0
5661,1
5662,0
5663,0
5664,0
5665,0
5666,0
5667,0
5668,0
5669,1
5670,1
5671,1
5672,0
5673,0
5674,1
5675,1
5676,0
5677,1
5678,0
5679,0
5680,0
5681,0
5682,0
5683,0
5684,0
5685,0
5686,0
5687,1
5688,1
5689,1
5690,0
5691,0
5692,0
5693,1
5694,0
5695,0
5696,0
5697,1
5698,0
5699,0
5700,0
5701,0
5702,1
5703,0
5704,0
5705,1
5706,1
5707,0
5708,0
5709,1
5710,0
5711,0
5712,0
5713,1
5714,0
5715,1
5716,0
5717,0
5718,0
5719,1
5720,0
5721,0
5722,0
5723,0
5724,0
5725,0
5726,0
5727,0
5728,0
5729,1
5730,0
5731,0
5732,1
5733,0
5734,0
5735,0
5736,0
5737,1
5738,0
5739,0
5740,0
5741,1
5742,0
5743,0
5744,0
5745,0
5746,0
5747,0
5748,0
5749,0
5750,1
5751,0
5752,0
5753,0
5754,0
5755,0
5756,1
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,0
5767,0
5768,0
5769,0
5770,1
5771,0
5772,0
5773,1
5774,1
5775,0
5776,0
5777,0
5778,1
5779,0
5780,0
5781,0
5782,0
5783,1
5784,0
5785,0
5786,0
5787,0
5788,0
5789,1
5790,1
5791,0
5792,0
5793,0
5794,1
5795,0
5796,0
