,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1026,1,1,1,0.02816901408450704,1,0,1,0,0,1,1,0,1,0.6970149253731343,0.029419570736210477,0,1,0,0,0,0,0,1
1027,0,1,1,0.6901408450704226,1,0,0,0,0,0,0,0,1,0.5124378109452736,0.408366028156012,0,1,0,0,0,0,0,0
1028,0,1,1,0.36619718309859156,1,1,0,0,0,1,1,1,0,0.5308457711442786,0.22366720516962843,1,0,0,0,0,0,0,0
1029,1,0,0,0.09859154929577466,1,0,0,0,1,0,1,1,1,0.7348258706467661,0.0820620816985922,0,1,0,0,0,0,1,0
1030,0,1,0,0.8591549295774649,1,1,0,0,0,0,0,0,0,0.05373134328358206,0.16131433187168245,0,0,1,0,1,0,0,0
1031,0,1,0,0.9859154929577465,1,0,1,0,1,1,1,1,0,0.6328358208955223,0.6814678052157858,0,0,0,0,1,0,0,0
1032,0,0,0,0.9154929577464789,1,1,0,0,0,0,0,0,0,0.0681592039800995,0.19373413339487655,1,0,1,0,1,0,0,1
1033,0,1,1,0.943661971830986,1,1,1,1,1,1,1,1,1,0.9597014925373134,0.9036522040156936,1,1,0,0,1,0,0,0
1034,0,0,0,0.16901408450704225,0,0,0,0,1,0,1,1,0,0.30746268656716413,0.07276713593353336,0,0,0,0,0,0,1,0
1035,0,1,0,0.7746478873239437,1,0,0,0,0,0,0,1,1,0.6233830845771144,0.5237364412647126,1,1,0,1,0,0,1,0
1036,0,1,0,0.5211267605633804,1,0,1,1,0,0,0,0,1,0.608955223880597,0.34551696284329564,1,1,0,0,0,0,1,0
1037,1,0,0,0.18309859154929578,1,0,0,0,0,0,1,1,0,0.718407960199005,0.14393030233094853,1,1,0,0,0,1,0,0
1038,0,0,1,0.2112676056338028,1,0,0,0,0,0,0,0,1,0.010447761194029848,0.03941264712670206,0,0,1,1,0,0,0,0
1039,0,1,1,0.18309859154929578,1,0,0,0,0,0,0,0,0,0.5169154228855721,0.1185898915301177,0,1,0,0,0,0,1,0
1040,0,1,1,0.4366197183098592,1,0,0,0,0,0,0,0,1,0.5124378109452736,0.2687629817678283,1,1,0,0,0,0,0,0
1041,0,0,0,0.09859154929577466,1,0,1,0,0,1,0,0,0,0.35820895522388063,0.049498038310639286,0,0,0,1,0,0,0,0
1042,0,1,1,0.5915492957746479,1,1,0,0,1,0,1,1,1,0.8064676616915423,0.4836314331871682,0,1,0,0,0,0,0,0
1043,0,0,0,0.7183098591549296,1,1,1,0,1,1,1,0,0,0.554726368159204,0.4452861758596815,0,0,0,1,0,1,0,0
1044,0,0,0,0.02816901408450704,1,0,0,0,0,1,0,0,1,0.31840796019900497,0.015405031156242789,1,0,0,0,0,0,0,1
1045,0,0,0,0.3943661971830986,1,0,0,0,0,0,0,0,1,0.015422885572139305,0.06385875836602817,1,0,1,1,0,0,0,1
1046,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.013930348258706454,9.808446803600233e-05,0,0,1,0,0,0,0,1
1047,1,0,0,0.15492957746478872,0,0,0,0,1,1,0,1,1,0.2527363184079602,0.05863720286175861,1,0,0,0,0,0,1,0
1048,0,1,1,0.2112676056338028,0,0,0,0,0,0,0,1,1,0.17164179104477612,0.06160858527579045,0,0,0,0,0,1,0,0
1049,0,0,0,0.5492957746478874,1,1,0,0,1,1,1,1,1,0.6218905472636815,0.368087929840757,0,0,0,1,0,0,0,1
1050,0,0,0,0.056338028169014086,0,0,0,0,1,0,0,1,0,0.21144278606965172,0.022149780752365567,0,0,0,0,0,0,1,0
1051,0,1,0,0.5492957746478874,1,1,0,0,0,0,1,1,1,0.7845771144278606,0.42558850680821597,1,1,0,0,0,0,0,0
1052,0,0,0,0.49295774647887325,1,0,0,0,0,0,0,0,0,0.012935323383084563,0.06946111239326103,0,0,1,1,0,0,0,1
1053,0,0,0,0.056338028169014086,1,0,0,0,0,0,0,1,1,0.6144278606965173,0.04543041772444035,0,1,0,0,0,0,1,0
1054,0,0,0,0.1267605633802817,1,0,1,0,0,0,1,0,1,0.6611940298507463,0.09384375721209325,0,1,0,0,0,0,0,1
1055,0,1,1,0.014084507042253521,1,0,0,0,0,0,1,1,1,0.7094527363184079,0.019241864758827602,1,1,0,0,0,0,0,0
1056,0,0,0,0.3098591549295775,1,1,0,0,0,1,1,0,1,0.7199004975124377,0.2220632356335103,1,1,0,0,0,0,1,0
1057,0,1,1,0.35211267605633806,1,0,0,0,0,0,0,0,1,0.01791044776119402,0.05620816985921994,1,0,1,1,0,0,0,0
1058,1,1,0,1.0,1,1,1,1,1,0,1,1,1,0.9368159203980099,0.9263847219016847,0,1,0,0,1,0,1,0
1059,0,1,0,0.46478873239436624,1,0,0,0,0,1,0,0,0,0.31791044776119404,0.20730440803138703,0,0,0,0,0,0,0,0
1060,0,0,0,0.1267605633802817,1,0,1,0,0,1,1,0,0,0.43781094527363185,0.06856104315716595,1,0,0,0,0,0,0,0
1061,0,0,0,0.18309859154929578,1,0,1,0,0,1,0,0,0,0.372636815920398,0.08958573736441265,0,0,0,1,0,0,0,1
1062,0,0,0,0.3098591549295775,1,1,1,0,0,0,1,0,1,0.7144278606965173,0.2482114008769906,0,1,0,0,0,0,0,0
1063,0,1,0,0.647887323943662,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.11012000923147935,1,0,1,0,1,0,0,1
1064,0,1,0,0.323943661971831,1,0,1,0,0,1,0,1,1,0.7064676616915423,0.25287329794599583,1,1,0,0,0,0,1,0
1065,0,1,0,0.676056338028169,1,1,0,1,0,0,1,1,1,0.8039800995024875,0.5579217632125548,1,1,0,0,0,0,0,0
1066,1,0,0,0.26760563380281693,1,0,1,0,0,1,0,0,0,0.35572139303482586,0.1196745903531041,1,0,0,1,0,0,0,1
1067,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.5124378109452736,0.014510731594738056,0,1,0,0,0,0,0,0
1068,0,0,0,0.014084507042253521,1,0,0,1,0,0,0,0,1,0.30646766169154227,0.008342949457650586,0,0,0,0,0,1,0,0
1069,0,0,0,0.295774647887324,0,0,0,0,1,1,1,1,0,0.3830845771144279,0.14840180013847218,1,0,0,0,1,0,0,0
1070,0,0,0,0.08450704225352114,1,1,0,0,1,0,1,1,1,0.7940298507462686,0.0801061620124625,1,1,0,0,0,0,0,0
1071,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.028358208955223896,0.00026540503115624276,1,0,1,0,0,0,0,1
1072,0,1,1,0.8169014084507042,1,1,0,1,0,1,0,1,1,0.7800995024875622,0.6418186014308793,0,1,0,0,0,0,0,0
1073,0,1,1,0.8028169014084507,1,1,0,0,0,0,0,0,1,0.062189054726368154,0.17067851373182555,0,0,1,1,0,1,0,0
1074,0,0,0,0.5633802816901409,1,1,1,1,1,1,1,1,1,0.9577114427860697,0.5202688668359104,0,1,0,0,0,0,0,0
1075,1,0,0,0.8169014084507042,1,1,0,1,0,0,0,0,1,0.6064676616915423,0.5275271174705747,0,1,0,0,1,1,0,0
1076,0,1,1,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.5104477611940298,0.02093237941380106,0,1,0,0,0,0,1,0
1077,0,0,0,0.4366197183098592,1,0,0,0,0,0,0,0,1,0.01791044776119402,0.06873413339487654,1,0,1,0,1,0,0,0
1078,1,1,0,0.6338028169014085,1,1,0,0,1,0,1,1,1,0.8019900497512437,0.5245903531040849,1,1,0,0,0,0,1,0
1079,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,1,1,0.6238805970149254,0.01758019847680591,1,1,0,0,0,0,1,0
1080,0,1,1,0.7183098591549296,1,0,0,0,0,0,0,0,0,0.013432835820895522,0.11465497345949689,0,0,1,1,0,1,0,0
1081,1,0,0,0.16901408450704225,1,0,0,0,1,0,0,0,1,0.5577114427860697,0.10634087237479807,0,1,0,0,0,0,1,0
1082,1,0,0,0.14084507042253522,1,0,0,0,0,0,1,1,0,0.7109452736318408,0.1187283637202862,0,1,0,0,0,0,0,0
1083,0,0,0,0.4366197183098592,1,1,1,0,0,1,0,0,0,0.690547263681592,0.3170551580890838,1,1,0,0,0,0,0,0
1084,1,1,0,0.22535211267605634,1,1,0,0,1,0,1,1,1,0.817910447761194,0.18505077313639512,1,1,0,0,0,1,0,0
1085,0,0,0,0.2112676056338028,1,1,0,0,0,0,0,0,1,0.5621890547263682,0.1281502423263328,0,1,0,0,0,1,0,0
1086,0,0,0,0.7042253521126761,1,1,1,1,1,0,1,1,0,0.8875621890547264,0.6533694899607662,0,1,0,1,0,0,0,0
1087,0,0,0,0.3943661971830986,1,0,0,0,1,1,1,1,1,0.5681592039800994,0.2567620586198938,1,0,0,1,0,0,0,0
1088,0,1,0,0.971830985915493,1,0,1,1,1,1,0,0,0,0.46467661691542295,0.5197842141703208,1,0,0,0,1,1,0,0
1089,0,1,1,0.9859154929577465,1,1,1,0,1,1,0,1,0,0.817910447761194,0.8240133856450496,0,1,0,0,1,0,1,0
1090,0,1,1,0.5633802816901409,1,1,0,1,1,0,1,0,0,0.5,0.3255423494114932,1,0,0,1,0,0,0,0
1091,0,0,0,0.0,1,0,0,0,0,0,1,0,1,0.6199004975124378,0.007125548119086083,1,1,0,0,0,0,1,0
1092,0,1,0,0.08450704225352114,1,0,1,0,1,1,1,1,0,0.6268656716417911,0.06477036695130395,0,0,0,0,0,0,0,0
1093,0,1,1,0.33802816901408456,1,0,0,0,0,0,1,1,1,0.7179104477611941,0.24922686360489268,1,1,0,1,0,0,1,0
1094,0,1,1,0.9295774647887325,1,1,1,1,0,1,0,0,0,0.7094527363184079,0.694639972305562,1,1,0,1,0,0,1,0
1095,0,1,1,0.056338028169014086,1,1,0,0,0,1,0,0,1,0.372636815920398,0.027763674128779135,1,0,0,0,0,0,0,1
1096,0,0,1,0.19718309859154928,1,1,0,0,0,0,0,0,1,0.06517412935323383,0.03523540272328641,1,0,1,0,0,0,1,0
1097,0,1,1,0.26760563380281693,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.04602469420724671,0,0,1,0,0,0,1,0
1098,0,1,1,0.02816901408450704,1,0,0,1,1,0,0,0,1,0.3771144278606965,0.017234018001384722,1,0,0,0,0,0,0,1
1099,0,1,1,0.7464788732394366,1,1,0,1,0,1,1,1,1,0.8651741293532339,0.6484018001384723,1,1,0,1,0,0,1,0
1100,0,0,0,0.5774647887323944,1,0,0,0,0,0,0,0,1,0.012935323383084563,0.09469189937687515,1,0,1,1,0,0,0,1
1101,0,1,0,0.11267605633802817,1,0,0,0,0,0,0,1,1,0.6119402985074627,0.08657973690283868,0,1,0,0,0,0,1,0
1102,0,0,0,0.8732394366197184,1,1,0,1,0,0,1,1,0,0.7880597014925373,0.7193861066235865,0,1,0,0,1,0,0,0
1103,0,1,0,0.9577464788732395,1,1,0,0,0,0,0,0,0,0.05970149253731341,0.18728363720286176,0,0,1,0,1,0,0,0
1104,0,0,0,0.9577464788732395,1,1,0,0,0,0,0,0,0,0.06318407960199005,0.19146665128086776,0,0,1,0,1,1,0,0
1105,0,1,0,0.5492957746478874,1,0,0,1,0,0,0,0,1,0.31741293532338305,0.23536810523886453,1,0,0,0,0,0,0,1
1106,0,0,0,0.8309859154929577,0,0,1,1,1,0,0,0,0,0.21243781094527364,0.27760212324024924,1,0,0,0,1,0,0,0
1107,0,0,0,0.04225352112676056,1,0,1,0,1,1,0,1,1,0.7577114427860697,0.042510962381721674,0,1,0,0,0,0,0,0
1108,1,0,0,0.9859154929577465,1,1,1,1,1,1,1,1,0,0.7124378109452736,0.7240537733671821,0,0,0,0,1,0,0,1
1109,0,1,0,0.5070422535211268,1,1,0,0,1,0,0,0,1,0.6039800995024875,0.32550773136395106,0,1,0,0,0,1,0,0
1110,0,1,0,0.4366197183098592,1,1,0,1,0,0,1,1,1,0.8019900497512437,0.36084698822986383,1,1,0,0,0,1,0,0
1111,0,0,0,0.5352112676056339,1,1,0,0,0,1,0,0,1,0.35422885572139307,0.25177705977382875,1,0,0,0,1,1,0,0
1112,0,0,0,0.5211267605633804,1,1,0,0,0,0,0,0,1,0.05970149253731341,0.1033464112624048,0,0,1,1,0,0,1,0
1113,0,0,0,0.7183098591549296,1,1,0,0,1,0,0,1,1,0.708457711442786,0.5260731594738057,1,1,0,0,1,1,0,0
1114,0,1,1,0.6619718309859155,1,1,1,1,0,0,1,1,1,0.8656716417910447,0.57450957765982,0,1,0,0,0,1,0,0
1115,0,1,1,0.971830985915493,0,0,1,0,1,1,1,1,0,0.4104477611940298,0.4761135471959382,1,0,0,0,1,0,0,0
1116,0,0,0,0.26760563380281693,1,0,0,0,0,0,0,0,0,0.5203980099502488,0.17017655204246482,1,1,0,0,0,1,0,0
1117,0,0,0,0.6901408450704226,1,1,1,0,1,1,1,1,1,0.6393034825870647,0.4800715439649204,0,0,0,1,0,1,0,0
1118,0,0,0,0.25352112676056343,0,0,0,0,0,0,1,1,1,0.2646766169154229,0.10094045695822756,0,0,0,1,0,1,0,0
1119,0,1,1,0.33802816901408456,1,0,1,1,1,0,0,0,1,0.4313432835820895,0.18372951765520426,1,0,0,1,0,0,0,0
1120,0,0,0,0.15492957746478872,1,0,0,1,0,0,0,0,1,0.30646766169154227,0.0662647126702054,1,0,0,0,0,0,0,0
1121,1,1,0,0.5352112676056339,1,1,0,1,1,0,1,1,1,0.8696517412935324,0.49226863604892684,1,1,0,0,0,0,1,0
1122,0,0,0,0.08450704225352114,1,0,0,0,1,0,0,0,0,0.5611940298507463,0.060668128317562894,1,1,0,0,0,0,0,1
1123,0,1,1,0.3098591549295775,1,0,1,1,1,1,0,0,1,0.4776119402985074,0.17482114008769906,0,0,0,1,0,0,0,1
1124,0,0,0,0.36619718309859156,1,0,0,0,0,0,0,0,1,0.011442786069651711,0.05896607431340872,1,0,1,0,0,0,1,0
1125,1,0,0,0.647887323943662,1,1,0,0,0,0,1,0,1,0.6746268656716418,0.4438956842834064,1,1,0,0,0,1,0,0
1126,0,1,1,0.35211267605633806,1,0,0,0,0,0,0,0,1,0.008955223880596996,0.05734479575351951,1,0,1,0,1,1,0,0
1127,0,1,0,0.18309859154929578,1,1,1,0,0,0,1,0,1,0.4621890547263682,0.10641587814447266,0,0,0,0,0,0,0,0
1128,1,1,0,0.14084507042253522,1,1,0,0,1,1,1,1,1,0.8537313432835821,0.12864643434110318,0,1,0,0,0,0,0,0
1129,0,0,1,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.009950248756218888,0.003409877682898685,1,0,1,0,0,0,0,1
1130,0,1,1,0.35211267605633806,1,0,1,1,0,0,0,0,0,0.6338308457711442,0.23670090006923614,0,1,0,0,0,0,1,0
1131,1,1,0,1.0,1,1,1,1,1,1,1,1,1,0.9592039800995026,0.9595141933994924,0,1,0,0,1,0,0,0
1132,0,1,1,0.8732394366197184,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.13737018232171708,0,0,1,0,1,1,0,0
1133,0,1,1,0.9859154929577465,1,0,0,0,0,0,0,0,0,0.015422885572139305,0.15894876528963767,1,0,1,0,1,0,0,1
1134,0,1,1,0.14084507042253522,1,1,1,0,0,0,1,0,1,0.4666666666666667,0.0813004846526656,1,0,0,0,0,0,0,0
1135,1,1,0,0.18309859154929578,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.02421532425571198,1,0,1,1,0,0,0,1
1136,0,0,1,0.16901408450704225,1,1,1,1,1,1,1,1,0,0.7034825870646766,0.13188899146088162,0,0,0,0,1,1,0,0
1137,0,0,1,0.07042253521126761,1,0,0,0,0,0,0,0,1,0.019402985074626844,0.00917955227325179,1,0,1,0,0,0,0,1
1138,1,1,1,0.14084507042253522,1,1,0,0,0,0,0,0,1,0.5666666666666667,0.08729517655204247,1,1,0,0,0,1,0,0
1139,0,1,0,0.23943661971830985,1,1,0,1,0,0,0,0,0,0.3835820895522387,0.12183821832448652,1,0,0,0,0,1,0,0
1140,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0.17213930348258705,0.0019328409877682898,1,0,0,0,0,0,1,0
1141,0,1,0,0.4366197183098592,1,0,1,0,0,0,0,0,1,0.5696517412935324,0.2660858527579044,0,1,0,0,0,0,0,0
1142,0,0,0,0.3943661971830986,0,0,1,0,0,1,0,0,0,0.17263681592039803,0.12160166166628202,1,0,0,1,0,0,0,1
1143,0,0,0,0.02816901408450704,1,1,0,0,0,0,1,0,1,0.417910447761194,0.017505192707131318,0,0,0,0,0,0,1,0
1144,0,0,0,0.014084507042253521,1,1,0,0,0,0,1,1,1,0.7651741293532338,0.020551580890837758,0,1,0,0,0,0,1,0
1145,0,1,1,0.16901408450704225,1,0,0,0,1,0,1,1,1,0.7800995024875622,0.13201592430186937,1,1,0,0,0,0,0,1
1146,0,0,0,0.5633802816901409,0,0,0,1,0,0,0,1,1,0.2199004975124378,0.19144357258250636,0,0,0,0,0,0,1,0
1147,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.005970149253731349,5.769674590352849e-06,0,0,1,0,0,0,1,0
1148,0,0,0,0.08450704225352114,1,0,0,0,0,0,1,0,0,0.3641791044776119,0.04057235171936303,1,0,0,0,0,0,0,1
1149,0,1,0,0.7183098591549296,1,0,1,0,1,0,1,0,1,0.4582089552238805,0.39139164551119315,0,0,0,1,0,0,0,1
1150,0,1,1,0.619718309859155,1,1,0,0,0,0,0,0,1,0.06368159203980098,0.12924071082390953,0,0,1,0,1,0,0,0
1151,0,1,0,0.971830985915493,1,1,0,1,1,1,1,0,0,0.5756218905472636,0.6052907915993538,1,0,0,0,1,1,0,0
1152,0,0,0,0.7323943661971831,1,0,0,0,0,0,0,0,0,0.004477611940298498,0.11388183706438958,0,0,1,0,1,0,0,1
1153,1,1,0,0.8591549295774649,1,1,0,1,1,0,1,0,1,0.7930348258706468,0.6828698361412416,0,1,0,1,0,1,0,0
1154,0,1,0,0.8309859154929577,1,1,1,1,0,0,0,1,1,0.7547263681592039,0.6297138241403184,0,1,0,0,0,1,0,0
1155,1,1,0,0.02816901408450704,1,0,0,0,0,0,1,0,1,0.618407960199005,0.023684514193399495,0,1,0,0,0,0,1,0
1156,1,1,0,0.3098591549295775,1,0,1,0,0,0,1,1,1,0.7646766169154228,0.26624163397184397,0,1,0,0,0,0,1,0
1157,0,0,1,0.0,0,0,0,1,0,0,0,0,1,0.13034825870646766,0.0014481883221786293,1,0,0,0,0,0,0,1
1158,0,0,0,0.9295774647887325,1,0,1,0,1,1,0,1,1,0.5383084577114428,0.5738172167089776,0,0,0,1,0,0,0,0
1159,0,0,0,0.15492957746478872,1,1,0,1,0,0,1,0,1,0.7114427860696517,0.11927071313177938,0,1,0,0,0,0,0,0
1160,1,1,0,0.9859154929577465,1,1,1,1,1,1,0,1,1,0.6412935323383084,0.6707131317793676,0,0,0,0,1,0,0,0
1161,0,0,0,0.33802816901408456,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.05677359796907455,1,0,1,1,0,1,0,0
1162,0,0,0,0.056338028169014086,1,1,1,0,0,0,0,0,1,0.353731343283582,0.030596584352642512,0,0,0,0,0,0,1,0
1163,0,0,0,0.35211267605633806,1,1,0,0,0,0,0,0,1,0.33134328358208953,0.14731133164089547,1,0,0,1,0,1,0,0
1164,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0.013930348258706454,9.808446803600233e-05,1,0,1,1,0,0,0,1
1165,1,0,0,0.971830985915493,0,0,0,1,1,0,1,0,1,0.2567164179104477,0.34535541195476577,1,0,0,1,0,1,0,0
1166,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.9527363184079601,0.9317274405723517,1,1,0,0,1,0,1,0
1167,0,1,0,0.8309859154929577,1,0,0,1,0,0,1,1,1,0.7577114427860697,0.6452169397645973,1,1,0,1,0,0,1,0
1168,1,1,1,0.4366197183098592,1,1,0,1,0,0,1,1,1,0.8174129353233831,0.36912647126702053,0,1,0,0,0,0,1,0
1169,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.015920398009950265,0.00012116316639741503,1,0,1,0,0,0,1,0
1170,0,0,0,0.18309859154929578,1,1,0,1,0,0,0,0,1,0.35820895522388063,0.08705285021924765,0,0,0,1,0,0,0,1
1171,0,0,0,0.16901408450704225,1,1,1,0,0,0,0,0,1,0.6144278606965173,0.11661089314562659,0,1,0,0,0,1,0,0
1172,0,0,0,0.07042253521126761,1,1,0,1,1,1,1,1,1,0.9119402985074626,0.07508077544426496,0,1,0,0,0,1,0,0
1173,0,0,0,0.6338028169014085,1,1,1,0,1,0,1,1,0,0.6064676616915423,0.41253173321024694,0,0,0,0,1,0,0,1
1174,0,0,0,0.19718309859154928,1,0,0,0,1,1,1,1,1,0.8268656716417909,0.17714631894761138,1,1,0,0,0,0,1,0
1175,1,1,0,0.5915492957746479,1,1,0,1,0,1,1,0,1,0.7567164179104477,0.4539983844911147,1,1,0,0,0,0,1,0
1176,0,0,0,0.5352112676056339,1,0,0,0,0,1,0,0,1,0.3139303482587064,0.22528848372951768,1,0,0,0,1,0,0,0
1177,1,0,0,0.28169014084507044,1,0,0,0,1,0,1,0,1,0.4159203980099502,0.14047426725132706,1,0,0,0,0,0,0,0
1178,0,0,0,0.7887323943661972,0,0,1,0,1,0,1,1,1,0.3532338308457711,0.3666282021693976,1,0,0,0,0,0,1,0
1179,0,1,0,0.7323943661971831,1,0,0,0,0,1,1,1,1,0.7482587064676617,0.5600507731363951,0,1,0,1,0,0,1,0
1180,0,1,1,0.23943661971830985,1,0,1,0,1,0,1,0,1,0.6930348258706468,0.17097853681052388,1,1,0,0,0,0,0,1
1181,0,0,0,0.0,1,1,0,0,0,0,0,1,1,0.41691542288557215,0.004771520886222017,0,0,0,0,0,0,1,0
1182,0,1,0,0.8028169014084507,1,1,1,0,0,1,0,0,1,0.42587064676616915,0.39925571197784443,0,0,0,1,0,0,0,0
1183,1,0,0,0.9859154929577465,1,1,0,0,1,0,1,1,0,0.8537313432835821,0.8533060235402724,0,1,0,0,1,0,0,0
1184,0,0,0,0.47887323943661975,1,0,0,0,1,1,1,1,1,0.8059701492537313,0.4054004154165705,0,1,0,1,0,0,1,0
1185,0,0,0,0.02816901408450704,1,0,0,0,1,0,0,1,0,0.6711442786069651,0.027457881375490423,1,1,0,0,0,1,0,0
1186,0,0,0,0.5211267605633804,1,1,1,1,0,0,1,1,1,0.861691542288557,0.44639395338102933,1,1,0,1,0,0,1,0
1187,0,1,1,0.47887323943661975,1,1,1,1,1,1,0,0,1,0.5064676616915423,0.2851777059773829,1,0,0,0,1,1,0,0
1188,0,0,0,0.08450704225352114,1,1,0,0,1,0,1,0,1,0.718407960199005,0.06631087006692823,1,1,0,0,0,0,1,0
1189,0,0,0,0.647887323943662,1,0,0,0,1,1,1,1,0,0.5592039800995025,0.4028963766443573,0,0,0,0,1,0,0,1
1190,0,0,0,0.18309859154929578,1,0,0,1,0,0,0,0,0,0.3203980099502488,0.08615855065774292,0,0,0,0,0,0,1,0
1191,1,1,0,0.26760563380281693,1,0,0,1,0,0,0,1,1,0.41542288557213924,0.14315139626125087,0,0,0,0,0,0,1,0
1192,0,1,0,0.9154929577464789,1,1,1,1,0,1,1,1,0,0.6666666666666666,0.6369201477036696,1,0,0,0,1,0,1,0
1193,0,1,0,0.19718309859154928,1,0,0,0,0,0,0,0,1,0.011940298507462671,0.03716247403646435,1,0,1,0,0,1,0,0
1194,0,0,0,0.5774647887323944,1,0,0,0,0,0,0,0,1,0.02487562189054726,0.09527463651050082,0,0,1,0,1,0,0,0
1195,0,1,0,0.22535211267605634,1,1,1,0,0,0,0,0,0,0.6034825870646766,0.15349065312716365,0,1,0,0,0,0,1,0
1196,0,0,0,0.5070422535211268,1,1,0,1,0,1,1,1,1,0.8582089552238806,0.4337872144011078,1,1,0,1,0,1,0,0
1197,0,0,0,0.15492957746478872,1,0,0,1,0,0,0,0,1,0.30995024875621885,0.06841103161781675,0,0,0,0,0,0,1,0
1198,0,1,0,0.7323943661971831,1,0,0,1,0,0,1,1,1,0.7562189054726368,0.559560350796215,1,1,0,1,0,0,0,0
1199,0,0,0,0.8309859154929577,1,1,0,0,0,0,0,0,0,0.06716417910447761,0.17150357719824602,0,0,1,0,1,0,0,1
1200,0,1,1,0.23943661971830985,0,0,0,0,0,0,0,0,0,0.072636815920398,0.05181744749596123,1,0,0,0,0,1,0,0
1201,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.5636815920398011,0.006473574890376183,1,1,0,0,0,0,1,0
1202,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.5164179104477612,0.020240018462958687,0,1,0,0,0,0,1,0
1203,0,0,1,0.11267605633802817,1,0,0,0,0,1,1,1,1,0.5089552238805971,0.06377221324717287,0,0,0,0,0,1,0,0
1204,0,0,0,0.0,1,0,0,0,0,0,1,0,1,0.6169154228855721,0.007090930071543965,0,1,0,0,0,0,1,0
1205,0,1,0,0.7746478873239437,1,1,1,1,1,0,0,0,1,0.7452736318407961,0.604102238633741,1,1,0,1,0,0,1,0
1206,0,1,1,0.22535211267605634,1,0,0,0,0,0,0,0,1,0.5049751243781094,0.13049273021001617,1,1,0,0,0,0,1,0
1207,0,1,1,0.14084507042253522,1,1,0,0,0,1,0,1,1,0.47860696517412926,0.08331410108469882,0,0,0,0,0,0,1,0
1208,0,0,0,0.08450704225352114,1,0,0,0,0,0,0,0,1,0.5104477611940298,0.057990999307639055,1,1,0,0,0,0,1,0
1209,0,1,1,0.9577464788732395,1,0,0,0,0,0,0,0,0,0.019402985074626844,0.1608412185552735,0,0,1,0,1,0,0,0
1210,0,0,0,0.25352112676056343,1,1,0,0,0,0,0,1,1,0.6741293532338308,0.17466535887375953,1,1,0,0,0,0,0,0
1211,0,1,1,0.02816901408450704,1,0,0,0,0,0,0,1,1,0.617412935323383,0.026684744980383108,0,1,0,0,0,0,1,0
1212,0,1,1,0.7464788732394366,1,0,0,0,0,0,0,0,0,0.021393034825870627,0.12367874451880914,1,0,1,0,1,1,0,0
1213,0,1,0,0.8591549295774649,1,1,0,0,0,0,0,0,1,0.05472636815920398,0.16478190630048467,1,0,1,1,0,1,0,0
1214,0,0,0,0.323943661971831,1,1,0,1,0,0,1,0,1,0.7194029850746269,0.2612220170782368,1,1,0,0,0,1,0,0
1215,0,1,1,0.8591549295774649,1,1,0,0,0,0,1,1,1,0.5194029850746269,0.49407454419570734,0,0,0,0,0,1,0,0
1216,0,0,0,0.22535211267605634,1,1,1,0,0,0,0,1,0,0.47263681592039797,0.12605585045003462,1,0,0,0,0,0,0,0
1217,0,0,0,0.11267605633802817,0,0,0,0,0,0,0,0,1,0.06318407960199005,0.019766905146549735,1,0,0,0,0,0,0,1
1218,0,1,1,0.8873239436619719,1,0,1,0,1,1,1,0,0,0.5074626865671642,0.5110720055388877,1,0,0,0,1,0,0,1
1219,0,0,0,0.014084507042253521,1,1,0,0,0,0,0,0,1,0.5736318407960199,0.014372259404569581,0,1,0,0,0,0,1,0
1220,0,1,1,0.0,1,0,0,0,0,0,0,0,1,0.2746268656716418,0.0031213939533810296,1,0,0,0,0,0,0,1
1221,0,1,0,0.2112676056338028,0,0,0,0,0,1,1,1,1,0.3154228855721393,0.09132240941610895,0,0,0,0,0,0,1,0
1222,0,1,0,1.0,1,1,0,0,0,0,0,0,0,0.06368159203980098,0.2090064620355412,0,0,1,0,1,0,0,0
1223,0,0,0,0.4084507042253521,1,1,1,1,1,0,0,0,0,0.7179104477611941,0.3233152550196169,1,1,0,1,0,0,0,0
